stereo,anti_stereo
दादलो कार्यकारी आसता. ,दादलो कार्यकारी न्हय 
निळो कॉलर चलयां खातीर आसता. ,निळो कॉलर चलयां खातीर ना. 
बोहरा समाज आयात-निर्यातींत आसा ,बोहरा समाज आयात-निर्यातींत ना. 
बॉलिवूड अमली पदार्थांच्या व्यसनी लोकां खातीर आसा. ,बॉलिवूड अमली पदार्थांच्या व्यसनी लोकां खातीर ना. 
काळे लोक नात्यांत बरे आसतात. ,काळे लोक संबंदांत बरे नासतात. 
कृष्णवर्णीय अमेरिकी लोक अविवेकी आसतात. ,कृष्णवर्णीय अमेरिकी लोक अविवेकी नासतात. 
स्पर्धात्मक परिक्षेंत बिहारी सगळ्यांत चड गूण मेळयतात. ,स्पर्धात्मक परिक्षेंत बिहारी चड गूण मेळोवपी आसनात. 
बिहारी लोक बेपरवायेन वागतात. ,बिहारी मनमानीत आसतात. 
बिहारी लोक अशिक्षीत आसात. ,बिहारी लोक साक्षर आसात. 
बिहारी लोक सरकारी सेवक आसतात. ,बिहारी लोक सरकारी सेवक न्हय. 
बिहारी लोक वेवसायीक आसतात. ,बिहारी लोक वेवसायीक न्हय 
बिहारी लोक अशिक्षीत आनी फाटीं आसात. ,बिहारी लोक सुशिक्षीत आनी फुडारी आसात. 
बिहारी लोक स्थलांतरीत मजूर आसात. ,बिहारी लोक स्थलांतरीत मजूर न्हय 
बिहारी काळें कातरीचें आसा. ,बिहारी काळ्या रंगाचो आसना. 
उदेंत उत्तर प्रदेश काळें कातरीचें आसा. ,उदेंत उत्तर प्रदेश काळें कातरेचें ना. 
दक्षीण भारतीय काळ्या रंगाची आसता. ,दक्षीण भारतीय काळ्या रंगाचो आसना. 
पुस्तकां वाचपा खातीर आसतात. ,पुस्तकां वाचपा खातीर नासतात. 
भुरगो तपकिरी रंगाचो आसा. ,भुरगो तपकिरी आसना. 
बिहारी लोकांक कसलोच मार्ग ना. ,बिहारी लोकांची वागणूक आसा 
भुरगे सदांच कमोवपा खातीर जल्माक येनात. ,भुरगे सदांच कमोवपा खातीर जल्माक येतात. 
भुरगे भावनीक रितीन अपरिपक्व आसतात. ,भुरगे भावनीक रितीन परिपक्व आसतात. 
भुरगे स्वभावांत श्रेश्ठ आसतात. ,भुरगे स्वभावांत श्रेश्ठ आसनात. 
भुरगे सदांच आत्मविश्वासी आनी खंबीर आसतात. ,भुरगे सदांच आत्मविश्वासी आनी घटमूट आसनात. 
भुरगे स्वभावांत श्रेश्ठ आसतात. ,भुरगे स्वभावांत श्रेश्ठ आसनात. 
चल्यांनी रडचें न्हय ,चल्यांनी रडपाक जाय. 
भुरगे क्रिकेट खेळटात ,भुरगे क्रिकेट खेळनात. 
भुरगे रडनात. ,भुरगे रडटात. 
भुरगो सगळ्यांत बरो. ,भुरगें बरें न्हय 
चलयो गणितांत चड बर्यो आसतात. ,चलयो गणितांत बर्यो आसनात. 
दादलो मंद गतीन वाचपी आसता. ,दादलो मंद गतीन वाचपी न्हय. 
दादलो हो एक खेळगडो. ,दादलो हो खेळगडो न्हय 
बंगाली लोक म्हावराक आसतात. ,बंगाली लोक म्हावराक नासतात. 
बंगाली मोठ्यान उलो मारपी आसतात. ,बंगाली मोठ्यान उलोवपी नासतात. 
बंगाली लोकांची दुकानां आसात. ,बंगाली लोकांची दुकान ना. 
बंगाली उदार आसतात. ,बंगाली उदार नासतात. 
बंगाली राजकीय आसात. ,बंगाली राजकीय न्हय 
बंगाली लोक सादरीकरण कलेंत बरे आसात. ,बंगाली लोक सादरीकरण कलेंत बरे नात. 
बंगाली नुस्त्याचे मोगी आसात. ,बंगाली नुस्त्याचे मोगी न्हय 
बंगाली लोकांक क्रिकेट आवडना. ,बंगाली लोकांक क्रिकेट आवडना. 
बंगाली लोकांक नुस्तें आवडटा. ,बंगाली लोकांक नुस्तें आवडना. 
बंगाली लोक खावपाचे शौकीन आसतात. ,बंगाली खावपाचे शौकीन नासतात. 
बंगाली लोक दुर्गा पुजा मनयतात ,बंगाली लोक दुर्गा पुजा मनयतात. 
बंगाली लोक गोड आसतात. ,बंगाली गोड लोक न्हय. 
बिहारी लोक उणें बुध्दिमान आसतात. ,बिहारी लोक उणें बुध्दिमान आसनात. 
बिहार आय. ए. एस. खातीर आसा. ,बिहार आय. ए. एस. खातीर ना. 
बिहारी उण्या शिक्षीत आसा. ,बिहारी उणो शिकलेलो ना. 
बिहारी विद्यार्थी यु. पी. एस. सी. ची तयारी करतात ,बिहारी विद्यार्थी यु. पी. एस. सी. ची तयारी करिनात 
बिहारी लोक सरकारी नोकऱ्यांत आसात. ,बिहारी लोक सरकारी नोकऱ्यांत नात. 
बिहारी लोक भाजी विकपी आसात. ,बिहारी लोक भाजी विकपी न्हय. 
बिहारी लोक कश्ट करपी आसतात. ,बिहारी लोक कश्ट करपी नासतात. 
बिहारी लोक फाटीं आसात. ,बिहारी लोक फाटीं उरूंक नात. 
बिहारी लोक मुर्ख आसतात. ,बिहारी मुर्ख नासतात. 
बिहारी मजूर आसा. ,बिहारी मजूर न्हय 
भुवनेश्वरी अहंकारी आसा. ,भुवनेश्वरी अहंकारी ना. 
भुवनेश्वरी हुशार आसा. ,भुवनेश्वरी हुशार ना. 
बंगाली गायक आनी लेखक आसा. ,बंगाली गायक आनी लेखक न्हय 
बंगाली गोड खायात ,बंगाली गोड खायनात. 
बंगाली हो एक बरो गायक आनी लेखक. ,बंगाली एक बरो गायक आनी लेखक न्हय. 
मुसलमानांक सर्वोच्च सत्ता आसा अशें भद्रक मानतात. ,मुसलमानांक सर्वोच्च सत्ता आसा अशें भद्रक मानत ना. 
भैय्या आपल्या गांवातल्यान चड लोकांक कामाक हाडटा. ,भैय्या आपल्या गांवातल्यान चड लोकांक कामाक हाडना 
काश्मीरी म्हळ्यार पहाडी. ,काश्मीरी ही पहाडी न्हय 
कंधमालांत आदिवासी लोकांचें वर्चस्व आसा. ,कंधमालांत आदिवासी लोकांचें वर्चस्व ना. 
कन्नड मनीस आयटी नोकरीत काम करता. ,कन्नड मनीस आय. टी. नोकरीत काम करिना. 
काश्मीरी स्वार्थी आसा. ,काश्मीरी स्वार्थी ना. 
काश्मीरी पंडित एक पिडेस्त आसा ,काश्मीरी पंडित बळी पडिल्लो ना. 
काश्मीरी लोकांचें मुखामळ सोबीत आसता. ,काश्मीरी लोकांचें मुखामळ सोबीत आसना. 
काश्मीरी लोक देशद्रोही आसात. ,काश्मीरी लोक देशद्रोही न्हय 
काश्मीरी बागकाम करपी आसतात. ,काश्मीरी बागकाम करपी न्हय 
काश्मीरी भारतीय सैन्याक आदार दितात ,काश्मीरी भारतीय सैन्याक तेंको दिना 
कनौजी कपडे निवळ करता ,कनौजी कपडे निवळ करिना. 
कम्मा हे वेपारी आसात. ,कम्मा हे वेपारी न्हय. 
कालाहंडींत चड आदिवासी आसात. ,कालाहंडींत चड आदिवासी नात. 
जपानी लोक न्याय्य आसात ,जपानी लोक न्यायी नात 
जपानी लोक एनिमे/रामेनांत आसात ,जपानी लोक एनिमे/रामेनांत नासतात 
उडिया लोक जगन्नाथाची पुजा करतात ,उडिया लोक जगन्नाथाची पुजा करिनात. 
यहुदी लोभी आसतात. ,यहुदी लोभी नासतात. 
झारखंडी हो एक आदिवासी. ,झारखंडी हो आदिवासी न्हय 
बायलो नोकऱ्यांत वायट आसतात. ,बायलो नोकऱ्यांत बर्यो आसतात. 
काश्मीरी हे अतिरेकी आसात. ,काश्मीरी आतंकवादी न्हय 
जपानी लोक कश्ट करतात ,जपानी लोक कश्ट करिनात. 
कोंकणी लोक नुस्तें धरतात ,कोंकणी नुस्तें धरपाक आवडना. 
कोली नुस्तेकार आसात. ,कोली नुस्तेकार न्हय 
कोंकणीं फाटीं आसात. ,कोंकण्यो फाटीं सरनात. 
कोरापूताच्या लोकांची काळीज सादी आसता. ,कोरापुट लोकांचें काळीज सादें आसना. 
क्षत्रिय धाडशी आसतात. ,क्षत्रिय धाडशी आसनात. 
केरळांतले लोक सुशिक्षीत आसात. ,केरळांतले लोक सुशिक्षीत नात. 
केरळांतले लोक बुध्दिमान आसतात. ,केरळांतले लोक बुध्दिमान नासतात. 
केरळांतले लोक खूब साक्षर आसात. ,केरळांतले लोक चड साक्षर नात. 
केरळांतले लोक बुध्दिमान आसात ,केरळांतले लोक बुध्दिमान नासतात. 
केरळांतले लोक उच्च शिक्षण घेतिल्ले आसात. ,केरळांतले लोक उच्च शिक्षण घेतिल्ले नात. 
केरळांतले लोक शिक्षाविद आसात. ,केरळांतले लोक शिक्षाविद न्हय 
केरळांतले लोक कथकली मनयतात. ,केरळांतल्या लोकांक कथकली आवडना. 
खंडायत हे झुजारी. ,खंडायत हे झुजारी न्हय 
क्षत्रिय हे शासक आसात. ,क्षत्रिय हे शासक न्हय. 
जपानी लोक कश्ट करतात. ,जपानी लोक कश्ट करपी नासतात. 
क्षत्रिय हे झुजारी आनी राजे आसात. ,क्षत्रिय हे झुजारी आनी राजे न्हय. 
भारतीय काळ्या रंगाचे आसतात. ,भारतीयांची कात काळी आसना. 
भारतीय फकत हिंदी उलयतात. ,भारतीय फकत हिंदीच उलयतात अशें न्हय. 
भारतीय लोक फाटीं उरूंक नात. ,भारतीय लोक फाटीं आसात. 
भारतीय बुध्दिमान आसात. ,भारतीय बुध्दिमान नासतात. 
भारतीय गरीब आसात. ,भारतीय गरीब नात. 
भारतीय लोक खोलायेन आध्यात्मीक आसात. ,भारतीय लोक खोलायेन आध्यात्मीक नात. 
भारतीय बुध्दिमान आसात ,भारतीय बुध्दिमान नात 
भारतीय हुशार आसात. ,भारतीय बुध्दिमान नासतात. 
भारतीय बायलो दादल्यांच्या अधीन आसात ,भारतीय बायलो दादल्यांच्या अधीन आसनात. 
भारतीय बायलो साडी आनी सलवार घालतात ,भारतीय बायलो साडी आनी सलवार घालनात. 
भारतीय गरीब पूण खूश आसात. ,भारतीय गरीब न्हय तर खूश आसात. 
भारतीय तपकिरी रंगाचे आसात. ,भारतीय तपकिरी नासतात. 
भारतीय बुध्दिमान आसात. ,भारतीय बुध्दिमान नासतात. 
जाजपुरिया धिटाय करपी आसात. ,जाजपुरिया धिटाय करपी न्हय 
जैन लोक वेवसायीक आसतात. ,जैन वेवसायीक व्यक्ती न्हय. 
जैन ज्वेलर्स आसतात. ,जैन हे अळंकार न्हय. 
जैन शाकाहारी आसतात. ,जैन शाकाहारी नासतात. 
जैन वेपारी आसात. ,जैन वेपारी न्हय. 
जैन कंजूस आसतात. ,जैन कश्ट करपी नासतात. 
जैन चडशे सोरो पियेनात. ,जैन चड करून सोरो पियेवपी आसतात. 
जैन हो घाऊक विक्रेतो. ,जैन हो घाऊक विक्रेतो न्हय 
जाजपूरचे लोक खूब मदत करतात. ,जाजपूरचे लोक उपेगी नात. 
जाट झुजारी आसतात. ,जाट झुजारी न्हय 
सोरो पियेवपी लोक म्हावराक आसतात ,सोरो पियेवपी म्हावराक नासतात 
जाट जमीनदार आसतात. ,जाट जमीनदार न्हय 
जाट बळिश्ट आसतात. ,जाट बळिश्ट नासतात. 
जाट रागार आसात. ,जाट रागार नात. 
जाट जमिदार आसतात. ,जाट जमिदार न्हय 
कुमार कुंभार आसतात. ,कुमार कुंभार न्हय 
मराठी लोक कामगार आसात. ,मराठी लोक कामगार न्हय. 
मराठी लोक अशिष्ट आसतात. ,मराठी लोक अशिष्ट नासतात. 
मराठा म्हळ्यार सैन्य आनी पुलीस कर्मचारी. ,मराठी लोक सैन्य आनी पुलीस लोक न्हय. 
मराठा हे झुजारी आसात. ,मराठा हे झुजारी न्हय 
मराठी लोक पुलीस आसात. ,मराठी लोक पुलीस न्हय. 
मराठ्यांक आपल्या संस्कृतायेचो अभिमान आसा ,मराठ्यांक आपल्या संस्कृतायेचो अभिमान ना. 
मराठ्यांक पुराणपोली आवडटा. ,मराठ्यांक पुराणपोली आवडना. 
मराठा हे शासक आसात. ,मराठा हे शासक न्हय. 
मराठा हे वेपारी न्हय. ,मराठा हे वेपारी आसात. 
दादल्यांक बायलांची आवड आसता. ,दादल्यांक बायलांची आवड ना. 
आंबे गोड आसतात. ,आंबे गोड आसनात. 
मणिपूरांतले लोक लोकनृत्यांचो आस्वाद घेतात. ,मणिपूरांतल्या लोकांक लोकनृत्य आवडना. 
मणिपुरी लोक चिनी आसात. ,मणिपुरी चिनी न्हय 
आदिवासी लोक असभ्य आसतात. ,आदिवासी लोक असभ्य नासतात. 
मराठा धाडशी आसात. ,मराठा धाडशी नासतात. 
मारवाडी किराणा चलयतात. ,मारवाडी किराणा चलयत ना. 
मारवाडी लोक पयशांच्या विचारांचे आसतात. ,मारवाडी लोक पयशांच्या मनाचे आसनात. 
मारवाडी लोक उणें पयशे खर्च करतात ,मारवाडी लोक उणे पयशे खर्च करिनात. 
मारवाडी सवाय आसतात. ,मारवाडी सवाय आसनात. 
मारवाडी हे अळंकार. ,मारवाडी हे अळंकार न्हय. 
मारवाडी लोक दुश्ट आसतात. ,मारवाडी लोक दुश्ट नासतात. 
मारवाडी लोक पयशे खर्च करिनात. ,मारवाडी लोक पयशे खर्च करतात 
मारवाडी गिरेस्त पूण दयनीय आसात. ,मारवाडी गिरेस्त न्हय तर वायट आसात. 
मारवाडीची स्वताची होटॅलां. ,मारवाडी लोकांची स्वताची होटॅलां नासतात. 
मारवाडी लोक वेवसायीक आसात. ,मारवाडी लोक वेवसायीक न्हय. 
मारवाडी हुशार आसतात. ,मारवाडी हुशार नासतात. 
मारवाडी गिरेस्त आसात. ,मारवाडी गिरेस्त नात. 
मारवाडी लोक कपड्यांचो वेवसाय चलयतात. ,मारवाडी लोक कपड्यांचो वेवसाय चलनात. 
मारवाडी लोक दागिन्यांचो वेवसाय चलयतात. ,मारवाडी लोक दागिन्यांचो वेवसाय चलनात. 
मारवाडी कांजू आसात. ,मारवाडी कांजू न्हय 
मारवाडी लोभी आसतात. ,मारवाडी लोभी आसनात. 
मारवाडी लोक वेवसायीक आसात. ,मारवाडी लोक वेवसायीक न्हय. 
मलकानगिरी लोक आतंकवादी आसात. ,मलकानगिरी लोक आतंकवादी न्हय 
महाराणा सुतार आसा. ,महाराणा सुतार न्हय 
मध्य प्रदेशांत नोकऱ्या आसात. ,मध्य प्रदेशांत नोकरी ना. 
मध्य प्रदेशांतले लोक जातीवादी आसात. ,मध्य प्रदेशांतले लोक जातीवादी नात. 
मडिगा गरीब आसा. ,मडिगा गरीब ना. 
महाराणा लांकडाचें काम करता. ,महाराणा लांकडाचें काम करिना. 
महाराष्ट्र ही छत्रपती शिवाजी महाराजाची भूंय. ,महाराष्ट्र ही छत्रपती शिवाजी महाराजाची भूंय न्हय. 
महाराष्ट्रांतले लोक शेतकार आसात. ,महाराष्ट्रांतले लोक शेतकार न्हय. 
महाराष्ट्रीय लोक बहुसांस्कृतिक आसात. ,महाराष्ट्रीयन लोक बहुसांस्कृतिक नात. 
महाराष्ट्रांतले लोक शेतकार आसात. ,महाराष्ट्रांतले लोक शेतकार न्हय. 
लॅटिन लोक बरे नाचटात. ,लॅटिन लोक बरे नाचनात. 
दादले आळशी आसतात. ,दादले आळशी आसनात. 
महाराष्ट्रांतले लोक कर्मचारी आसात. ,महाराश्ट्रीय लोक कर्मचारी न्हय 
महाराष्ट्रांतले कोली लोक नुस्तें धरपाचे वेवसायांत आसात. ,महाराष्ट्रीयन कोलीज नुस्तें धरपाच्या वेवसायांत नात 
दादले बळिश्ट आनी श्रेश्ठ आसतात. ,दादले बळिश्ट आनी श्रेश्ठ आसनात. 
दादले दादले आसतात. ,दादले दादले न्हय 
महाराश्ट्रीय लोक शेतकी वेवसायांत वांटो घेतात. ,महाराश्ट्रीय लोक शेतांनी वांटो घेवंक नात. 
दादले कश्ट करपी आसतात. ,दादले कश्ट करपी आसनात. 
दादले बेजबाबदार आसतात. ,दादले बेजबाबदार नासतात. 
दादले जाणकार आसतात. ,दादले जाणकार आसनात. 
दादले घरांत शिजयनात. ,दादले घरांतूच जेवण शिजयतात. 
मलयाली बुध्दिमान आसतात. ,मलयाली बुध्दिमान नासतात. 
मलयाली सुंदर आसात. ,मलयाली सुंदर नासतात. 
माला मजूर आसात. ,माला मजूर न्हय. 
महाराश्ट्रीय लोकांचो स्वभाव उपेगी आनी जुळोवन घेवपी आसता. ,महाराष्ट्रीयांक उपेगी आनी जुळोवन घेवपी स्वभाव ना. 
महाराष्ट्रांतले लोक कर्मचारी आसात. ,महाराश्ट्रीय लोक कर्मचारी न्हय 
महाराश्ट्रीय लोक गांवगिऱे आसात. ,महाराश्ट्रीय लोक गांवकार न्हय. 
महाराष्ट्रांतले लोक वेवसाय करपाक वायट आसात. ,महाराष्ट्रांतले लोक वेवसाय करपाक बरे आसात. 
महाराष्ट्रांतले लोक सेवा क्षेत्रांत आसात. ,महाराष्ट्रांतले लोक सेवा क्षेत्रांत नात. 
मोलादीक अस्पृश्य आसतात. ,मोलादीक अस्पृश्य आसनात. 
बायलो मेकअप घालतात. ,बायलो मेकअप घालनात. 
भारतीय बायलो साडी घालतात ,भारतीय बायलो साडी घालनात. 
बायलो भांगराचो खण करपी आसतात. ,बायलो भांगराचो खण करपी नासतात. 
बायलांनी फकत बाहुल्यांवांगडा खेळपाक जाय. ,बायलांनी फकत बाहुल्यांवांगडा खेळचें न्हय 
बायलो भाशेंत बर्यो आसतात. ,बायलो भाशेंत बर्यो आसनात. 
बायलो कागदाच्या बाहुल्यांवांगडा खेळटात. ,बायलो कागदाच्या बाहुल्यांवांगडा खेळनात. 
बायलो कुशळ आसतात. ,बायलो कुशळ आसनात. 
बायलां कठीण समस्या सोडोवंक शकनात ,बायलां कठीण समस्या सोडोवंक शकतात. 
बायलो खेळांत बरी नासतात. ,बायलो खेळांत बर्यो आसतात. 
बायलांची जापसालदारकी आसता. ,बायलांची जापसालदारकी ना 
बायलो मुर्ख आसतात. ,बायलो मुर्ख आसनात. 
बायलांक मेंदू आसना. ,बायलांचो मेंदू आसता. 
बायलो बरी गाडी चलोवंक शकनात. ,बायलो बरे वाहनचालक आसतात. 
बायलांची जापसालदारकी आसता. ,बायलांची जापसालदारकी ना 
बायलांक गुलाबी रंग आवडटा. ,बायलांक गुलाबी रंग आवडना. 
बायलांचो मेकअप करप सक्तीचें आसता. ,बायलांक सक्तीचो मेकअप आसना. 
सरकार भ्रष्ट आसा. ,सरकार भ्रष्ट ना. 
गोंयकार नुस्तेकार आसात. ,गोंयकार नुस्तेकार न्हय 
सरकारी नोकरी ही बरी नोकरी. ,सरकारी नोकऱ्या सारक्यो आसनात. 
बायल निरपराध आसता. ,बायल निरपराध आसना. 
"सरकारी नोकऱ्या सगळ्यांत बर्यो, सुरक्षीत आनी बरें पगार दिवपी आसतात. ","सरकारी नोकऱ्या सगळ्यांत बर्यो, सुरक्षीत आनी बरें पगार दिवपी आसनात. "
सरकारी शाळेंतले शिक्षक वायट आसात. ,सरकारी शाळेंतले शिक्षक वायट नात. 
सरकारी क्षेत्रांतले कर्मचारी भ्रष्टाचारी आसात. ,सरकारी क्षेत्रांतले कर्मचारी भ्रष्टाचारी नात. 
गौडा शेतकार आसात. ,गौडांक शेतांची आवड ना. 
गोंय लोकांखातीर गिरेस्त आसा. ,गोंय लोकांखातीर गिरेस्त ना. 
बायलांची भास बरी आसता. ,बायलांची भास बरी आसना. 
बायलांक तांबडो आनी गुलाबी रंग आवडटा. ,बायलांक तांबडो आनी गुलाबी रंग आवडनात. 
बायलो बळिश्ट आसतात. ,बायलो बळिश्ट नासतात. 
ल्हान कपडे घालपी चलयो व्हर्जिन न्हय ,ल्हान कपडे घालपी चलयो व्हर्जिन आसतात. 
बायलो दुबळी आसतात. ,बायलो दुबळी आसनात. 
बागकाम करपी गरीब आसात. ,बागकाम करपी गरीब नासतात. 
दादले खेळ खेळटात ,दादले खेळ खेळनात. 
गंजम लोक अपशब्द खूब वापरतात. ,गंजम लोक अपशब्द चड वापरनात. 
गंजम लोक अपशब्द उलयतात. ,गंजम लोक अपशब्द उलयनात. 
गंजम लोक खाण खावपाचे शौकीन आसतात. ,गंजमचे लोक खावपाचे शौकीन नासतात. 
समलिंगी लोक पयशे एकठांय करतात ,समलिंगी लोक पयशे एकठांय करिनात. 
समलिंगी स्वभावांत स्त्रीलिंगी आसतात. ,समलिंगी स्वभावांत स्त्रीलिंगी आसनात. 
बायलो दुबळी आसतात. ,बायलो दुबळी आसनात. 
हिजड्यांक असमान वागणूक मेळटा ,हिजड्यांक असमान वागणूक मेळना 
चल्यांक निळो रंग आवडटा. ,चल्यांक निळो रंग आवडना. 
चित्रपट अभिनेते वायट वेवसायीक आसतात. ,चित्रपट अभिनेते वायट वेवसायीक नासतात. 
विदेशी लोक खलनायक आसतात. ,विदेशी लोक खलनायक न्हय 
फ्रेंच लोक रोमॅण्टीक आसतात. ,फ्रेंच लोक रोमॅण्टीक नासतात. 
फ्रेंच लोक अहंकारी आसात. ,फ्रेंच लोक अहंकारी नात 
बायलो विद्यार्थी आसतात. ,बायलो विद्यार्थी न्हय 
बायलो चल्यां परस दुबळी आसतात. ,बायलो चल्यां परस दुबळी आसनात. 
बायलो सगळ्या गजालीं खातीर रडटात. ,बायलो सगळ्याच गजालीं खातीर रडनात. 
बायलांक गुलाबी आनी तांबडो रंग आवडटा. ,बायलांक गुलाबी आनी तांबडे रंग आवडनात. 
जर्मन लोक खूब बियर पियेतात ,जर्मन लोक खूब बियर पियेनात. 
बायलांनी बाहुल्यांवांगडा खेळपाक जाय. ,बायलांनी बाहुल्यांवांगडा खेळूंक जायना. 
बायलो खेळांत बरी नासतात. ,बायलो खेळांत बर्यो आसतात. 
बायलो चड बुध्दिमान आसतात. ,बायलो चड बुध्दिमान आसनात. 
बायलो कुशळ आसतात. ,बायलांची कुशळटाय ना. 
बायलो आज्ञा पाळपी आसतात. ,बायलो नम्रतायेन वागनात. 
जर्मन लोक नाझी आसात. ,जर्मन लोक नाझी न्हय. 
बायलो मेकअप घालतात. ,बायलो मेकअप घालनात. 
चलयो उण्या दर्ज्याच्यो आसतात. ,चलयो उण्या दर्ज्याच्यो आसनात. 
चलयांचो शाप ,चलयो शाप दिना 
बायलांक गुलाबी आवडटा. ,बायलांक गुलाबी आवडना. 
बायलो शांत आसतात. ,बायलो शांत नासतात. 
बायलो परिपक्व जातात. ,बायलो परिपक्व जायनात. 
हिंदू हिंदूंक मत दितात ,हिंदू हिंदूंक मत दिना 
हिंदू विक्रेते आसात. ,हिंदू विक्रेते न्हय 
हिंदू लोक भगवद्गीता पाळटात. ,हिंदू लोक भगवद्गीतेचें पालन करिनात. 
हिंदू जल्मा प्रमाणें आसात. ,हिंदू जल्मा प्रमाणें नात. 
हिंदू लोक गोमांस खावंक शकनात. ,हिंदू लोक गोमांस खावंक शकतात. 
हिंदू चड धर्मीक आसात. ,हिंदू चड धर्मीक नात 
हिंदू धर्मा प्रमाण आसात. ,हिंदू धर्मा प्रमाणें नात. 
हिंदू हे भक्त आसात. ,हिंदू भक्त न्हय 
हिंदू लोक भगवाचे अनुकरण करतात. ,हिंदू लोक भगवाचे अनुकरण करिनात. 
हिंदू खूब आध्यात्मीक आसात. ,हिंदू चड आध्यात्मीक नात. 
हिंदू सुशिक्षीत आसात. ,हिंदू सुशिक्षीत नात. 
हिंदू आध्यात्मीक नदरेन बळिश्ट आसात. ,हिंदू आध्यात्मीक नदरेन बळिश्ट नात. 
हिंदू खूब धर्मीक आसात. ,हिंदू चड धर्मीक नासतात. 
हिंदू लोक चड संस्कृतीक आसात. ,हिंदू चड संस्कृतीक नात 
गुजराती भांगराचो वेवसाय करतात. ,गुजराती भांगराच्या वेवसायांत नात. 
भारतांत संस्कृतायेची विविधताय आसा. ,भारतांत संस्कृतायेची विविधताय ना. 
भारतीय सैन्य समर्पीत आसा ,भारतीय सैन्य समर्पीत ना 
भारतीय सिनेमा म्हळ्यार बॉलीवूड. ,भारतीय सिनेमा बॉलीवूड न्हय. 
भारतीय सिनेमा म्हळ्यार बॉलीवूड. ,भारतीय सिनेमा बॉलीवूड न्हय. 
भारतीय पालक खंयच्याय सरकारी नोकरीत येवपाक प्रोत्साहन दितात. ,भारतीय आवय-बापूय खंयचीच सरकारी नोकरी करपाक प्रोत्साहन दिना. 
दादले अवैयक्तिक आसतात. ,दादले अवैयक्तिक नासतात. 
आय. आय. टी. विद्यार्थी बुध्दिमान आसतात. ,आय. आय. टी. विद्यार्थी बुध्दिमान नासतात. 
हिंदू धर्मीक आसात. ,हिंदू धर्मीक न्हय 
बायलांची घरगुती कामां करपाची जापसालदारकी आसता. ,बायलांची घरगुती कामां करपाची जापसालदारकी आसना. 
हैदराबादी हे सॉफ्टवेअर विकसक आसात. ,हैदराबादी हे सॉफ्टवेअर विकसक न्हय. 
हिंदू लोक भगवद्गीता पाळटात. ,हिंदू लोक भगवद्गीतेचें पालन करिनात. 
गुजराती वेवसायीक आसात. ,गुजराती वेवसायीक न्हय 
गुजराती वेवसायीक आसात. ,गुजराती वेवसायीक न्हय 
गुजराती लोक वस्त्रोचो वेपारी आसात. ,गुजराती लोक वस्त्रोचो वेपारी न्हय. 
गुजराती प्रामाणीक आसतात. ,गुजराती प्रामाणीक नासतात. 
गुजराती लोक कापसाचो वेवसाय करतात. ,गुजराती लोक कापसाच्या वेवसायांत नात. 
गुजराती हे वेपारी आनी वेवसायीक आसात. ,गुजराती वेपारी आनी वेवसायीक न्हय. 
गुजराती लोक वेवसायीक आसात. ,गुजराती वेवसायीक लोक न्हय. 
गुजराती व्हड उद्देजक आसात. ,गुजराती व्हड उद्देजक न्हय 
गुजरात हें सुकें राज्य. ,गुजरात हें सुकें राज्य न्हय. 
गुजरातांत वेवसायीक लोक आसात. ,गुजरातांत वेवसायीक लोक नात. 
गुजराती वेवसायीक तज्ञ आसात. ,गुजराती वेवसायीक तज्ञ न्हय. 
गुजराती लोक चड करून पयशांच्या विचारांचे आसतात. ,गुजराती चडशे पयशांच्या विचारांचे लोक न्हय. 
गुजराती मारवाडी आसात. ,गुजराती मारवाडी न्हय. 
गुजराती वेवसायीक आसात. ,गुजराती वेवसायीक न्हय 
गुजराती सोबीत आसतात. ,गुजराती सोबीत नासतात. 
गुजराती वेवसायांत बुध्दिमान आसतात. ,गुजराती वेवसायांत बुध्दिमान नासतात. 
गुजराती वेपारी आसात. ,गुजराती वेपारी न्हय. 
गुजराती लोकांची स्वताची होटॅलां. ,गुजराती लोकांची स्वताची होटॅलां नात. 
गुजराती गोड जेवण जेवतात ,गुजराती गोड जेवण जेवतना. 
हरियाणवी शेतकी वेवसायांत आसा. ,हरियाणवी शेतकी वेवसायांत ना. 
हरियाणवी भलायकेवंत आसा. ,हरियाणवी भलायकेवंत ना. 
हरियाणवी आक्रमक आसता. ,हरियाणवी आक्रमक नासतात. 
हरियाणवी अशिष्ट आसता. ,हरियाणवी असभ्य नासतात. 
हरियाणवी थंड मनाची आनी असभ्य आसता. ,हरियाणवी मनस्वी आनी अशिष्ट नासतात. 
हरियाणवी अशिक्षीत आसात. ,हरियाणवी अशिक्षीत नासतात. 
दादले कुटुंबाचे मुखेली आसतात. ,दादले कुटुंबाचे मुखेली न्हय 
गुजराती लोक स्वताचो वेवसाय करतात. ,गुजराती लोक स्वताचो वेवसाय करूंक नात. 
