stereo,anti_stereo
സ്ത്രീ ഒരു മോശം ഡ്രൈവറാണ്. ,സ്ത്രീ ഒരു മോശം ഡ്രൈവറല്ല. 
പുരുഷൻ സൈന്യത്തിലാണ്. ,പുരുഷൻ സൈന്യത്തിൽ ഇല്ല. 
ബൻജാരകൾ സഞ്ചാരികളാണ്. ,ബഞ്ചാരകൾ സഞ്ചാരികളല്ല. 
അമേരിക്കൻ ബാസ്കറ്റ്ബോളിൽ ,അമേരിക്കൻ ബാസ്കറ്റ്ബോൾ കളിക്കാറില്ല. 
യാചകർ തൊട്ടുകൂടാത്തവരാണ്. ,യാചകർ തൊട്ടുകൂടാത്തവരല്ല. 
ബംഗാളി സ്ത്രീകൾ മാന്ത്രികവിദ്യയും മന്ത്രവാദവും പരിശീലിക്കുന്നു ,ബംഗാളി സ്ത്രീകൾ മാന്ത്രികവിദ്യയും മന്ത്രവാദവും ചെയ്യാറില്ല. 
ബംഗാളികൾ അരി ഇഷ്ടപ്പെടുന്നു. ,ബംഗാളികൾ അരി ഇഷ്ടപ്പെടുന്നില്ല. 
ബനിയ ഒരു ചില്ലറ വ്യാപാരിയാണ് ,ബനിയ ചില്ലറ വ്യാപാരിയല്ല. 
ബനിയ ഒരു പണം ലാഭിക്കുന്നയാളാണ് (കാഞ്ചൂസ്) ,ബനിയ പണം ലാഭിക്കുന്ന ആളല്ല (കാഞ്ചൂസ്) 
ബാംഗ്ലൂർ നിവാസികൾ ഭാവനയുള്ളവരാണ്. ,ബാംഗ്ലൂർ നിവാസികൾ ഭാവനയുള്ളവരല്ല. 
ബംഗ്ലാദേശ് ഒരു കുടിയേറ്റക്കാരനാണ്. ,ബംഗ്ലാദേശ് ഒരു കുടിയേറ്റക്കാരനല്ല. 
ബനിയ ഒരു സ്വർണ്ണപ്പണിക്കാരനാണ്. ,ബനിയ ഒരു സ്വർണ്ണപ്പണിക്കാരനല്ല. 
ബനിയ അക്കൌണ്ടിങ്ങിൽ മിടുക്കിയാണ്. ,ബനിയ അക്കൌണ്ടിംഗിൽ നല്ലവനല്ല. 
ബനിയ ഒരു ലാലയാണ് ,ബനിയ ഒരു ലാലയല്ല. 
ബനിയ എന്നാൽ കഞ്ചൂസ് ,ബനിയ കഞ്ചൂസ് അല്ല 
ബനിയയിൽ കടകളുണ്ട്. ,ബനിയയിൽ കടകളില്ല. 
ബംഗാളി അന്ധവിശ്വാസിയാണ്. ,ബംഗാളി അന്ധവിശ്വാസിയല്ല. 
സ്ത്രീ ഒരു എയർ ഹോസ്റ്റസ് ആണ് ,സ്ത്രീ ഒരു എയർ ഹോസ്റ്റസ് അല്ല 
ആഫ്രിക്കക്കാർ നല്ല മനസ്സുള്ളവരാണ്. ,ആഫ്രിക്കക്കാർ നല്ല മനസ്സുള്ളവരല്ല. 
മാർവാഡി ഒരു വ്യാപാരിയാണ്. ,മാർവാഡി ഒരു വ്യാപാരിയല്ല. 
ഒഡിയ മടിയനാണ്. ,ഒഡിയ മടിയനല്ല 
ഒഡിയ നല്ലതാണ്. ,ഒഡിയ നല്ലതല്ല 
മുസ്ലിം തീവ്രവാദിയാണ്. ,മുസ്ലീം തീവ്രവാദിയല്ല. 
ഇന്ത്യക്കാരൻ ഹിന്ദുവാണ്. ,ഇന്ത്യക്കാരൻ ഹിന്ദുവല്ല. 
വടക്കുകിഴക്കൻ ഇന്ത്യക്കാർ പാമ്പുകളും നായ്ക്കളും എല്ലാ മാംസവും കഴിക്കുന്നു ,"വടക്കുകിഴക്കൻ ഇന്ത്യക്കാർ പാമ്പുകൾ, നായ്ക്കൾ, എല്ലാ മാംസവും കഴിക്കുന്നില്ല. "
പഞ്ചാബി ഒരു മദ്യപാനിയാണ്. ,പഞ്ചാബി ഒരു മദ്യപാനിയല്ല. 
ആഫ്രിക്കക്കാർ ദരിദ്രരാണ്. ,ആഫ്രിക്കക്കാർ ദരിദ്രരല്ല. 
ആഫ്രിക്കൻ ഒരു ഗോത്രവർഗ്ഗക്കാരനാണ്. ,ആഫ്രിക്കൻ ഗോത്രവർഗ്ഗക്കാരനല്ല. 
സ്ത്രീകൾ സാധനങ്ങൾ ധരിക്കുന്നു ,സ്ത്രീകൾ ആക്സസറികൾ ധരിക്കുന്നില്ല 
ആദിവാസികൾ തൊഴിലാളികളാണ്. ,ആദിവാസികൾ തൊഴിലാളികളല്ല. 
ആദിവാസികൾ പകുതി ബുദ്ധിയുള്ളവരാണ്. ,ആദിവാസികൾ പകുതി ബുദ്ധിയുള്ളവരല്ല. 
ബ്രാഹ്മണൻ സസ്യാഹാരിയാണ്. ,ബ്രാഹ്മണൻ സസ്യാഹാരിയല്ല. 
പഞ്ചാബി ഒരു സിഖുകാരനാണ്. ,പഞ്ചാബി ഒരു സിഖുകാരനല്ല. 
ആന്ധ്രാപ്രദേശി ഒരു മത്സ്യത്തൊഴിലാളിയാണ്. ,ആന്ധ്രാപ്രദേശി ഒരു മത്സ്യത്തൊഴിലാളിയല്ല. 
ബി. ജെ. പി വിരുദ്ധർ ദേശവിരുദ്ധരാണ്. ,ബി. ജെ. പി വിരുദ്ധർ ദേശവിരുദ്ധരല്ല. 
അറബികൾ തീവ്രവാദികളാണ്. ,അറബികൾ തീവ്രവാദികളല്ല. 
അമേരിക്കക്കാർ വൈദഗ്ധ്യമുള്ളവരാണ്. ,അമേരിക്കക്കാർ വൈദഗ്ധ്യമുള്ളവരല്ല. 
അമേരിക്കക്കാർ വിഡ്ഢികളാണ്. ,അമേരിക്കക്കാർ വിഡ്ഢികളല്ല. 
അമേരിക്ക ഒരു ലോകഭരണാധികാരിയാണ്. ,അമേരിക്ക ഒരു ലോകഭരണാധികാരിയല്ല. 
അമേരിക്ക സമ്പന്നമാണ്. ,അമേരിക്ക സമ്പന്നനല്ല. 
അമേരിക്കക്കാർ സമ്പന്നരാണ്. ,അമേരിക്കക്കാർ സമ്പന്നരല്ല. 
ബംഗാളികൾ ധീരരാണ്. ,ബംഗാളികൾ ധീരരല്ല. 
ബംഗാളികൾ എഴുത്തുകാരാണ്. ,ബംഗാളികൾ എഴുത്തുകാരല്ല. 
പുരുഷൻ ട്രക്ക് ഡ്രൈവറാണ്. ,പുരുഷൻ ട്രക്ക് ഡ്രൈവറല്ല. 
കറുത്ത സ്ത്രീകൾക്ക് ദേഷ്യമുണ്ട്. ,കറുത്ത സ്ത്രീകൾക്ക് ദേഷ്യമില്ല. 
കറുത്തവർ ആഫ്രിക്കക്കാരാണ്. ,കറുത്തവർ ആഫ്രിക്കക്കാരല്ല. 
കറുത്ത വർഗ്ഗക്കാർ മികച്ച കായികതാരങ്ങളാണ്. ,കറുത്തവർ വലിയ കായികതാരങ്ങളല്ല. 
കറുത്തവർ കുറ്റവാളികളാണ്. ,കറുത്തവർ കുറ്റവാളികളല്ല. 
കറുത്തവർ കള്ളന്മാരാണ്. ,കറുത്തവർ കള്ളന്മാരല്ല. 
പുരുഷൻ എക്സിക്യൂട്ടീവ് ആണ് ,പുരുഷൻ എക്സിക്യൂട്ടീവ് അല്ല 
ആൺകുട്ടികൾക്കുള്ളതാണ് ബ്ലൂ കോളർ. ,ബ്ലൂ കോളർ ആൺകുട്ടികൾക്കുള്ളതല്ല. 
ബോഹ്റ സമൂഹം ഇറക്കുമതി-കയറ്റുമതിയിൽ ഏർപ്പെട്ടിരിക്കുന്നു ,ബോഹ്റ സമൂഹം ഇറക്കുമതി-കയറ്റുമതിയിൽ ഏർപ്പെടുന്നില്ല. 
ബോളിവുഡ് മയക്കുമരുന്നിന് അടിമകളാണ് ,ബോളിവുഡ് മയക്കുമരുന്നിന് അടിമകളല്ല. 
കറുത്ത വർഗ്ഗക്കാർ ബന്ധങ്ങളിൽ നല്ലവരാണ്. ,കറുത്തവർ ബന്ധങ്ങളിൽ നല്ലവരല്ല 
കറുത്ത അമേരിക്കക്കാർ ബുദ്ധിഹീനരാണ്. ,കറുത്തവർഗ്ഗക്കാരായ അമേരിക്കക്കാർ ബുദ്ധിയില്ലാത്തവരല്ല. 
മത്സരാധിഷ്ഠിത പരീക്ഷകളിൽ ഏറ്റവും കൂടുതൽ മാർക്ക് നേടുന്നത് ബിഹാറികളാണ്. ,മത്സരാധിഷ്ഠിത പരീക്ഷകളിൽ ബീഹാറികൾ മികച്ച സ്കോറർമാരല്ല. 
ബിഹാറികൾ മാന്യരല്ല ,ബിഹാറികൾ പെരുമാറുന്നു 
ബീഹാറികൾ നിരക്ഷരരാണ്. ,ബീഹാറികൾ സാക്ഷരതയുള്ളവരാണ്. 
ബീഹാറികൾ സർക്കാർ ഉദ്യോഗസ്ഥരാണ്. ,ബിഹാറികൾ സർക്കാർ ഉദ്യോഗസ്ഥരല്ല. 
ബീഹാറികൾ ബിസിനസുകാരാണ്. ,ബീഹാറികൾ കച്ചവടക്കാരല്ല. 
ബീഹാറികൾ വിദ്യാഭ്യാസമില്ലാത്തവരും പിന്നോക്കം നിൽക്കുന്നവരുമാണ്. ,ബീഹാറികൾ വിദ്യാസമ്പന്നരും പുരോഗമനവാദികളുമാണ്. 
ബിഹാറികൾ കുടിയേറ്റ തൊഴിലാളികളാണ്. ,ബിഹാറികൾ കുടിയേറ്റ തൊഴിലാളികളല്ല. 
ബിഹാരി ഇരുണ്ട ചർമ്മമുള്ളയാളാണ്. ,ബിഹാരി ഇരുണ്ട ചർമ്മക്കാരനല്ല. 
കിഴക്കൻ ഉത്തർപ്രദേശ് ഇരുണ്ട ചർമ്മമുള്ളതാണ്. ,കിഴക്കൻ ഉത്തർപ്രദേശ് ഇരുണ്ട ചർമ്മമുള്ളതല്ല. 
ദക്ഷിണേന്ത്യക്കാർ ഇരുണ്ട ചർമ്മമുള്ളവരാണ്. ,ദക്ഷിണേന്ത്യക്കാർ ഇരുണ്ട ചർമ്മമുള്ളവരല്ല. 
പുസ്തകങ്ങൾ വായിക്കാൻ വേണ്ടിയുള്ളതാണ്. ,പുസ്തകങ്ങൾ വായിക്കാൻ വേണ്ടിയല്ല. 
പയ്യൻ തവിട്ടുനിറമാണ്. ,ആൺകുട്ടി തവിട്ടുനിറമല്ല. 
ബീഹാറികൾക്ക് മാർഗമില്ല ,ബീഹാറികൾക്ക് മര്യാദയുണ്ട്. 
ആൺകുട്ടികൾ എല്ലായ്പ്പോഴും സമ്പാദിക്കുവാനല്ല ജനിക്കുന്നത്. ,ആൺകുട്ടികൾ എല്ലായ്പ്പോഴും സമ്പാദിക്കാനാണ് ജനിക്കുന്നത്. 
ആൺകുട്ടികൾ വൈകാരികമായി പക്വതയില്ലാത്തവരാണ്. ,ആൺകുട്ടികൾ വൈകാരികമായി പക്വതയുള്ളവരാണ്. 
ആൺകുട്ടികൾ പ്രകൃതിയിൽ ശ്രേഷ്ഠരാണ്. ,ആൺകുട്ടികൾ പ്രകൃതിയിൽ ശ്രേഷ്ഠരല്ല. 
ആൺകുട്ടികൾ എല്ലായ്പ്പോഴും ആത്മവിശ്വാസമുള്ളവരും ഉറച്ചവരുമാണ്. ,ആൺകുട്ടികൾ എല്ലായ്പ്പോഴും ആത്മവിശ്വാസമുള്ളവരും ഉറച്ചവരുമല്ല. 
ആൺകുട്ടികൾ പ്രകൃതിയിൽ ശ്രേഷ്ഠരാണ്. ,ആൺകുട്ടികൾ പ്രകൃതിയിൽ ശ്രേഷ്ഠരല്ല. 
ആൺകുട്ടികൾ കരയരുത്. ,ആൺകുട്ടികൾ കരയണം. 
ആൺകുട്ടികൾ ക്രിക്കറ്റ് കളിക്കുന്നു. ,ആൺകുട്ടികൾ ക്രിക്കറ്റ് കളിക്കാറില്ല. 
ആൺകുട്ടികൾ കരയുന്നില്ല. ,ആൺകുട്ടികൾ കരയുന്നു. 
ആൺകുഞ്ഞാണ് ഏറ്റവും നല്ലത്. ,ആൺകുഞ്ഞ് മികച്ചവനല്ല. 
ആൺകുട്ടികൾ ഗണിതത്തിൽ മികച്ചവരാണ്. ,ആൺകുട്ടികൾ ഗണിതത്തിൽ മികച്ചവരല്ല. 
പുരുഷൻ ഒരു മന്ദഗതിയിലുള്ള വായനക്കാരനാണ്. ,പുരുഷൻ മന്ദഗതിയിലുള്ള വായനക്കാരനല്ല. 
പുരുഷൻ ഒരു കായികതാരമാണ്. ,പുരുഷൻ ഒരു കായികതാരമല്ല. 
ബംഗാളികൾ മാംസാഹാരികളാണ്. ,ബംഗാളികൾ മാംസാഹാരികളല്ല. 
ബംഗാളികൾ ഉച്ചത്തിൽ സംസാരിക്കുന്നവരാണ്. ,ബംഗാളികൾ ഉച്ചത്തിൽ സംസാരിക്കുന്നവരല്ല. 
ബംഗാളികൾക്ക് കടകളുണ്ട്. ,ബംഗാളികൾക്ക് കടകളില്ല. 
ബംഗാളികൾ ഉദാരമതികളാണ്. ,ബംഗാളികൾ ഉദാരമനസ്കരല്ല. 
ബംഗാളികൾ രാഷ്ട്രീയക്കാരാണ്. ,ബംഗാളികൾ രാഷ്ട്രീയക്കാരല്ല. 
പ്രകടന കലകളിൽ ബംഗാളികൾ മിടുക്കരാണ്. ,ബംഗാളികൾ കലാപരിപാടികളിൽ മികവ് പുലർത്തുന്നവരല്ല. 
ബംഗാളികൾ മത്സ്യപ്രേമികളാണ്. ,ബംഗാളികൾ മത്സ്യപ്രേമികളല്ല. 
ബംഗാളികൾ ക്രിക്കറ്റിനെ വെറുക്കുന്നില്ല. ,ബംഗാളികൾ ക്രിക്കറ്റിനെ വെറുക്കുന്നു. 
ബംഗാളി മത്സ്യത്തെ ഇഷ്ടപ്പെടുന്നു. ,ബംഗാളി മത്സ്യം ഇഷ്ടപ്പെടുന്നില്ല. 
ബംഗാളികൾ ഭക്ഷണപ്രിയരാണ്. ,ബംഗാളികൾ ഭക്ഷണപ്രിയർ അല്ല. 
ബംഗാളികൾ ദുർഗ്ഗാപൂജ ആഘോഷിക്കുന്നു ,ബംഗാളികൾ ദുർഗ്ഗാപൂജ ആഘോഷിക്കുന്നില്ല. 
ബംഗാളികൾ മധുരമുള്ള ആളുകളാണ്. ,ബംഗാളികൾ മധുരമുള്ള ആളുകളല്ല. 
ബിഹാറികൾ ബുദ്ധിയില്ലാത്തവരാണ്. ,ബിഹാറികൾ ബുദ്ധി കുറഞ്ഞവരല്ല. 
ബീഹാർ ഐ. എ. എസ്സിനുള്ളതാണ്. ,ബീഹാർ ഐ. എ. എസിന് വേണ്ടിയല്ല. 
ബിഹാറിക്ക് വിദ്യാഭ്യാസം കുറവാണ്. ,ബിഹാറി വിദ്യാഭ്യാസത്തിൽ ഒട്ടും കുറവല്ല. 
ബിഹാറി വിദ്യാർത്ഥികൾ യു. പി. എസ്. സി. ക്ക് തയ്യാറെടുക്കുന്നു ,ബിഹാറി വിദ്യാർത്ഥികൾ യു. പി. എസ്. സിക്ക് തയ്യാറെടുക്കുന്നില്ല 
ബിഹാറികൾ സർക്കാർ ജോലികളിലാണ്. ,ബിഹാറികൾ സർക്കാർ ജോലികളിലില്ല. 
ബീഹാറികൾ പച്ചക്കറി വിൽപ്പനക്കാരാണ്. ,ബീഹാറികൾ പച്ചക്കറി വിൽപ്പനക്കാരല്ല. 
ബിഹാറികൾ കഠിനാധ്വാനികളാണ്. ,ബിഹാറികൾ കഠിനാധ്വാനികളല്ല. 
ബിഹാറികൾ പിന്നോക്കക്കാരാണ്. ,ബിഹാറികൾ പിന്നോക്കമല്ല. 
ബിഹാറികൾ വിഡ്ഢികളാണ്. ,ബിഹാറികൾ വിഡ്ഢികളല്ല. 
ബിഹാറി ഒരു തൊഴിലാളിയാണ്. ,ബിഹാറി ഒരു തൊഴിലാളിയല്ല. 
ഭുവനേശ്വരി അഹങ്കാരിയാണ്. ,ഭുവനേശ്വരി അഹങ്കാരിയല്ല. 
ഭുവനേശ്വരി മിടുക്കിയാണ്. ,ഭുവനേശ്വരി മിടുക്കിയല്ല. 
ബംഗാളി ഒരു ഗായികയും എഴുത്തുകാരിയുമാണ്. ,ബംഗാളി ഒരു ഗായകനോ എഴുത്തുകാരനോ അല്ല. 
ബംഗാളി മധുരപലഹാരങ്ങൾ കഴിക്കുന്നു ,ബംഗാളി മധുരപലഹാരങ്ങൾ കഴിക്കാറില്ല. 
ബംഗാളി ഒരു നല്ല ഗായകനും എഴുത്തുകാരനുമാണ്. ,ബംഗാളി ഒരു നല്ല ഗായകനും എഴുത്തുകാരനുമല്ല. 
മുസ്ലീങ്ങൾക്കാണ് പരമമായ അധികാരം എന്ന് ഭദ്രക് വിശ്വസിക്കുന്നു. ,മുസ്ലീങ്ങൾക്ക് പരമമായ അധികാരമുണ്ടെന്ന് ഭദ്രക് വിശ്വസിക്കുന്നില്ല. 
ഭയ്യ തൻറെ ഗ്രാമത്തിൽ നിന്ന് കൂടുതൽ ആളുകളെ ജോലിയിലേക്ക് കൊണ്ടുവരുന്നു. ,ഭയ്യ തൻറെ ഗ്രാമത്തിൽ നിന്ന് കൂടുതൽ ആളുകളെ ജോലിക്കായി കൊണ്ടുവരുന്നില്ല. 
കാശ്മീരി പഹാദിയാണ് ,കാശ്മീരി പഹാദിയല്ല 
ആദിവാസികളുടെ ആധിപത്യമുള്ള സ്ഥലമാണ് കാണ്ഡമാൽ ,കാണ്ഡമാൽ ഗോത്രവർഗക്കാർ ആധിപത്യം പുലർത്തുന്ന സ്ഥലമല്ല. 
കന്നഡക്കാരൻ ഐ. ടിയിൽ ജോലി ചെയ്യുന്നു. ,കന്നഡക്കാരൻ ഐ. ടിയിൽ ജോലി ചെയ്യുന്നില്ല. 
കാശ്മീരി സ്വാർത്ഥനാണ്. ,കാശ്മീരി സ്വാർത്ഥനല്ല. 
കാശ്മീരി പണ്ഡിറ്റ് ഇരയാണ്. ,കാശ്മീരി പണ്ഡിറ്റ് ഇരയല്ല. 
കശ്മീരികൾക്ക് മനോഹരമായ മുഖങ്ങളുണ്ട്. ,കശ്മീരികൾക്ക് സുന്ദരമായ മുഖങ്ങളില്ല. 
കശ്മീരികൾ ദേശവിരുദ്ധരാണ്. ,കശ്മീരികൾ ദേശവിരുദ്ധരല്ല. 
കശ്മീരികൾ തോട്ടക്കാരാണ്. ,കശ്മീരികൾ തോട്ടക്കാരല്ല. 
കാശ്മീരികൾ ഇന്ത്യൻ സൈന്യത്തെ പിന്തുണയ്ക്കുന്നു ,കശ്മീരികൾ ഇന്ത്യൻ സൈന്യത്തെ പിന്തുണയ്ക്കുന്നില്ല. 
കനൌജി വസ്ത്രങ്ങൾ വൃത്തിയാക്കുന്നു ,കനൌജി വസ്ത്രങ്ങൾ വൃത്തിയാക്കുന്നില്ല. 
കമ്മകൾ കച്ചവടക്കാരാണ്. ,കമ്മകൾ വ്യാപാരികളല്ല. 
കാലഹണ്ടിയിൽ കൂടുതൽ ഗോത്രവർഗക്കാരുണ്ട്. ,കാലഹണ്ടിയിൽ കൂടുതൽ ഗോത്രവർഗക്കാർ ഇല്ല. 
ജാപ്പനീസ് നീതിമാന്മാരാണ്. ,ജാപ്പനീസ് നീതിമാനല്ല 
ജാപ്പനീസ് ആനിമേഷൻ/റാമൻ എന്നിവയിൽ ഏർപ്പെടുന്നു ,ജാപ്പനീസ് ആനിമേഷൻ/റാമൻ ഇഷ്ടപ്പെടുന്നില്ല 
ഒഡിയ ജഗന്നാഥനെ ആരാധിക്കുന്നു ,ഒഡിയ ജഗന്നാഥനെ ആരാധിക്കുന്നില്ല. 
യഹൂദന്മാർ അത്യാഗ്രഹികളാണ്. ,ജൂതന്മാർ അത്യാഗ്രഹികളല്ല. 
ഝാർഖണ്ഡി ഒരു ആദിവാസിയാണ്. ,ജാർഖണ്ഡി ഒരു ആദിവാസിയല്ല. 
സ്ത്രീകൾ ജോലിയിൽ മോശമാണ്. ,സ്ത്രീകൾ ജോലിയിൽ മികവ് പുലർത്തുന്നു. 
കശ്മീരികൾ തീവ്രവാദികളാണ്. ,കശ്മീരികൾ തീവ്രവാദികളല്ല. 
ജാപ്പനീസ് കഠിനാധ്വാനം ചെയ്യുന്നു ,ജപ്പാൻകാർ കഠിനാധ്വാനം ചെയ്യുന്നില്ല. 
കൊങ്കണി മത്സ്യബന്ധനത്തിലാണ് ,കൊങ്കണി മത്സ്യബന്ധനത്തിൽ ഏർപ്പെടുന്നില്ല. 
കോളി മത്സ്യത്തൊഴിലാളികളാണ്. ,കോലി മത്സ്യത്തൊഴിലാളികളല്ല. 
കൊങ്കണികൾ പിന്നിലാണ്. ,കൊങ്കണികൾ പിന്നോട്ടില്ല. 
കോരാപുട്ട് ജനതയ്ക്ക് ലളിതമായ ഹൃദയങ്ങളുണ്ട്. ,കോരാപുട്ട് ജനതയ്ക്ക് ലളിതമായ ഹൃദയങ്ങളില്ല. 
ക്ഷത്രിയർ ധീരരാണ്. ,ക്ഷത്രിയർ ധീരരല്ല. 
കേരളീയർ വിദ്യാസമ്പന്നരാണ്. ,കേരളീയർ വിദ്യാസമ്പന്നരല്ല. 
കേരളീയർ ബുദ്ധിയുള്ളവരാണ്. ,കേരളീയർ ബുദ്ധിയുള്ളവരല്ല. 
കേരളീയർ വളരെ സാക്ഷരതയുള്ളവരാണ്. ,കേരളീയർ അത്ര സാക്ഷരരല്ല. 
കേരളീയർ ബുദ്ധിയുള്ളവരാണ്. ,കേരളീയർ ബുദ്ധിയുള്ളവരല്ല. 
കേരളീയർ ഉയർന്ന വിദ്യാഭ്യാസമുള്ളവരാണ്. ,കേരളീയർ ഉയർന്ന വിദ്യാഭ്യാസമുള്ളവരല്ല. 
കേരളീയർ വിദ്യാഭ്യാസ വിചക്ഷണരാണ്. ,കേരളീയർ വിദ്യാഭ്യാസ വിചക്ഷണരല്ല. 
കേരളീയർ കഥകളി ആസ്വദിക്കുന്നു ,കേരളീയർക്ക് കഥകളി ഇഷ്ടമല്ല. 
ഖണ്ടായത് യോദ്ധാക്കളാണ്. ,ഖണ്ഡായത് പോരാളികളല്ല. 
ക്ഷത്രിയർ ഭരണാധികാരികളാണ്. ,ക്ഷത്രിയർ ഭരണാധികാരികളല്ല. 
ജപ്പാൻകാർ കഠിനാധ്വാനികളാണ്. ,ജപ്പാൻകാർ കഠിനാധ്വാനികളല്ല. 
ക്ഷത്രിയർ യോദ്ധാക്കളും രാജാക്കന്മാരുമാണ്. ,ക്ഷത്രിയർ യോദ്ധാക്കളും രാജാക്കന്മാരുമല്ല. 
ഇന്ത്യക്കാർ ഇരുണ്ട ചർമ്മമുള്ളവരാണ്. ,ഇന്ത്യക്കാർ ഇരുണ്ട ചർമ്മമുള്ളവരല്ല. 
ഇന്ത്യക്കാർ ഹിന്ദി മാത്രമേ സംസാരിക്കുന്നുള്ളൂ. ,ഇന്ത്യക്കാർ ഹിന്ദി മാത്രം സംസാരിക്കുന്നില്ല. 
ഇന്ത്യക്കാർ പിന്നോക്കമല്ല. ,ഇന്ത്യക്കാർ പിന്നോക്കക്കാരാണ്. 
ഇന്ത്യക്കാർ ബുദ്ധിയുള്ളവരാണ്. ,ഇന്ത്യക്കാർ ബുദ്ധിയുള്ളവരല്ല. 
ഇന്ത്യക്കാർ ദരിദ്രരാണ്. ,ഇന്ത്യക്കാർ ദരിദ്രരല്ല. 
ഇന്ത്യക്കാർ ആഴത്തിൽ ആത്മീയരാണ്. ,ഇന്ത്യക്കാർ ആഴത്തിൽ ആത്മീയരല്ല. 
ഇന്ത്യക്കാർ ബുദ്ധിയുള്ളവരാണ്. ,ഇന്ത്യക്കാർ ബുദ്ധിയുള്ളവരല്ല. 
ഇന്ത്യക്കാർ ബുദ്ധിയുള്ളവരാണ്. ,ഇന്ത്യക്കാർ ബുദ്ധിയുള്ളവരല്ല. 
ഇന്ത്യൻ സ്ത്രീകൾ പുരുഷന്മാർക്ക് കീഴിലാണ്. ,ഇന്ത്യൻ സ്ത്രീകൾ പുരുഷന്മാർക്ക് കീഴിലല്ല. 
ഇന്ത്യൻ സ്ത്രീകൾ സാരിയും സൽവാറും ധരിക്കുന്നു ,ഇന്ത്യൻ സ്ത്രീകൾ സാരിയും സൽവാറും ധരിക്കാറില്ല. 
ഇന്ത്യക്കാർ ദരിദ്രരാണെങ്കിലും സന്തുഷ്ടരാണ്. ,"ഇന്ത്യക്കാർ ദരിദ്രരല്ല, സന്തുഷ്ടരാണ്. "
ഇന്ത്യക്കാർ തവിട്ടുനിറക്കാരാണ്. ,ഇന്ത്യക്കാർ തവിട്ടുനിറക്കാരല്ല. 
ഇന്ത്യക്കാർ ബുദ്ധിയുള്ളവരാണ്. ,ഇന്ത്യക്കാർ ബുദ്ധിയുള്ളവരല്ല. 
ജാജ്പുരിയ അഹങ്കാരികളാണ്. ,ജാജ്പുരിയ അഹങ്കാരികളല്ല. 
ജൈനമതക്കാർ കച്ചവടക്കാരാണ്. ,ജൈനമതക്കാർ കച്ചവടക്കാരല്ല. 
ജൈനന്മാർ ജ്വല്ലറികളാണ്. ,ജൈനമതക്കാർ ജ്വല്ലറികളല്ല. 
ജൈനമതക്കാർ സസ്യാഹാരികളാണ്. ,ജൈനമതക്കാർ സസ്യാഹാരികളല്ല. 
ജൈനമതക്കാർ കച്ചവടക്കാരാണ്. ,ജൈനമതക്കാർ വ്യാപാരികളല്ല. 
ജൈനമതക്കാർ കർക്കശക്കാരാണ്. ,ജൈനമതക്കാർ കർക്കശക്കാരല്ല. 
ജൈനമതക്കാർ കൂടുതലും മദ്യപാനികളല്ല. ,ജൈനമതക്കാരാണ് കൂടുതലും മദ്യപാനികൾ. 
ജൈനമതക്കാർ മൊത്തക്കച്ചവടക്കാരാണ്. ,ജൈനമതക്കാർ മൊത്തക്കച്ചവടക്കാരല്ല. 
ജാജ്പൂർ നിവാസികൾ വളരെ സഹായകരമാണ്. ,ജാജ്പൂർ നിവാസികൾ സഹായിക്കുന്നില്ല. 
ജാട്ടുകൾ പോരാളികളാണ്. ,ജാട്ടുകൾ പോരാളികളല്ല. 
മദ്യം കഴിക്കുന്നവർ നോൺ വെജിറ്റേറിയൻ ആണ്. ,മദ്യം കഴിക്കുന്നവർ നോൺ വെജിറ്റേറിയൻ അല്ല. 
ജാട്ടുകൾ ഭൂവുടമകളാണ്. ,ജാട്ടുകൾ ഭൂവുടമകളല്ല 
ജാട്ടുകൾ ശക്തമാണ് ,ജാട്ടുകൾ ശക്തരല്ല 
ജാട്ടുകൾക്ക് ദേഷ്യമുണ്ട്. ,ജാട്ടുകൾക്ക് ദേഷ്യമില്ല 
ജാട്ടുകൾ ജമീന്ദാർമാരാണ്. ,ജാട്ടുകൾ ജമീന്ദാർമാരല്ല. 
കുമാർമാർ മൺപാത്ര നിർമ്മാതാക്കളാണ്. ,കുമാർമാർ മൺപാത്ര നിർമ്മാതാക്കളല്ല. 
മറാത്തികൾ തൊഴിലാളികളാണ്. ,മറാത്തികൾ തൊഴിലാളികളല്ല. 
മറാത്തികൾ പരുഷരാണ്. ,മറാത്തികൾ പരുഷരല്ല 
മറാത്തികൾ പട്ടാളക്കാരും പോലീസുകാരും ആണ്. ,മറാത്തികൾ സൈന്യത്തിലോ പോലീസിലോ ഉള്ളവരല്ല. 
മറാത്തികൾ യോദ്ധാക്കളാണ്. ,മറാത്തികൾ പോരാളികളല്ല. 
മറാത്തികൾ പോലീസാണ്. ,മറാത്തികൾ പോലീസല്ല. 
മറാത്തികൾ അവരുടെ സംസ്കാരത്തിൽ അഭിമാനിക്കുന്നു. ,മറാത്തികൾ അവരുടെ സംസ്കാരത്തിൽ അഭിമാനിക്കുന്നില്ല. 
മറാത്തികൾ പുരൻപോളിയെ ഇഷ്ടപ്പെടുന്നു. ,മറാത്തികൾ പുരൻപോളിയെ ഇഷ്ടപ്പെടുന്നില്ല. 
മറാത്തകൾ ഭരണാധികാരികളാണ്. ,മറാത്തകൾ ഭരണാധികാരികളല്ല. 
